Customer ID,Item Purchased,Category,Purchase Amount (USD),Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2066,Sneakers,Footwear,40,M,Blue,Spring,2.9,No,Free Shipping,No,No,6,Bank Transfer,Bi-Weekly
2067,Sneakers,Footwear,92,M,Olive,Fall,4.7,No,Store Pickup,No,No,44,Debit Card,Fortnightly
2068,Pants,Clothing,21,XL,Beige,Fall,3.1,No,2-Day Shipping,No,No,23,Cash,Fortnightly
2069,Jewelry,Accessories,81,XL,Black,Summer,3.9,No,Store Pickup,No,No,44,Venmo,Monthly
2070,T-shirt,Clothing,82,M,Indigo,Fall,3.4,No,Free Shipping,No,No,3,Debit Card,Quarterly
2071,Jewelry,Accessories,88,XL,Red,Spring,3.1,No,Express,No,No,14,Cash,Monthly
2072,Jacket,Outerwear,100,S,Yellow,Fall,4.8,No,Store Pickup,No,No,37,PayPal,Quarterly
2073,Backpack,Accessories,66,M,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly
2074,Belt,Accessories,25,S,Green,Winter,3.5,No,Next Day Air,No,No,2,PayPal,Every 3 Months
2075,Scarf,Accessories,53,M,White,Summer,3.1,No,Free Shipping,No,No,44,Debit Card,Fortnightly
2076,Sweater,Clothing,28,S,Turquoise,Fall,4.7,No,Express,No,No,49,Debit Card,Monthly
2077,Gloves,Accessories,23,S,Indigo,Fall,4.6,No,Free Shipping,No,No,22,Debit Card,Bi-Weekly
2078,Scarf,Accessories,34,L,Orange,Fall,3.3,No,Free Shipping,No,No,26,Bank Transfer,Annually
2079,Dress,Clothing,42,M,Blue,Spring,3.2,No,Next Day Air,No,No,40,Debit Card,Weekly
2080,Jeans,Clothing,24,L,Violet,Summer,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly
2081,Sunglasses,Accessories,47,S,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
2082,Coat,Outerwear,78,S,Cyan,Spring,4.3,No,Standard,No,No,48,Bank Transfer,Bi-Weekly
2083,Jeans,Clothing,89,M,Yellow,Summer,2.9,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2084,Scarf,Accessories,59,L,Orange,Fall,2.7,No,Store Pickup,No,No,26,Credit Card,Fortnightly
2085,Blouse,Clothing,94,S,Brown,Summer,4,No,Standard,No,No,43,Bank Transfer,Quarterly
2086,Jeans,Clothing,49,M,Teal,Fall,4.6,No,Free Shipping,No,No,38,Debit Card,Weekly
2087,Dress,Clothing,89,L,Beige,Summer,4.7,No,2-Day Shipping,No,No,36,Cash,Every 3 Months
2088,Hat,Accessories,91,M,Blue,Summer,4.7,No,Standard,No,No,1,Credit Card,Weekly
2089,Sandals,Footwear,89,L,Orange,Spring,4,No,Standard,No,No,49,Debit Card,Annually
2090,Jacket,Outerwear,57,L,Gold,Spring,3.6,No,Free Shipping,No,No,41,Credit Card,Every 3 Months
2091,Socks,Clothing,71,S,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly
2092,Jeans,Clothing,97,XL,Beige,Fall,3,No,Next Day Air,No,No,24,Bank Transfer,Quarterly
2093,Sandals,Footwear,45,M,Silver,Fall,2.6,No,Next Day Air,No,No,27,Bank Transfer,Weekly
2094,Dress,Clothing,91,M,Maroon,Spring,4.2,No,Store Pickup,No,No,4,Debit Card,Annually
2095,Socks,Clothing,25,M,Indigo,Spring,3.4,No,Standard,No,No,19,Venmo,Annually
2096,Hoodie,Clothing,63,M,Gray,Fall,4,No,Store Pickup,No,No,1,Bank Transfer,Fortnightly
2097,Dress,Clothing,52,L,Blue,Summer,4.7,No,Free Shipping,No,No,27,Debit Card,Annually
2098,Sneakers,Footwear,43,S,Cyan,Winter,3.9,No,Next Day Air,No,No,5,Credit Card,Weekly
2099,T-shirt,Clothing,28,M,White,Summer,3.3,No,2-Day Shipping,No,No,20,Venmo,Quarterly
2100,T-shirt,Clothing,78,L,Green,Summer,2.9,No,Express,No,No,50,PayPal,Annually
2101,Sweater,Clothing,31,M,Silver,Spring,4.4,No,Free Shipping,No,No,36,Cash,Fortnightly
2102,Shirt,Clothing,23,M,Blue,Winter,3.6,No,Next Day Air,No,No,12,Bank Transfer,Bi-Weekly
2103,Hat,Accessories,25,M,Brown,Spring,4.5,No,Store Pickup,No,No,23,Cash,Monthly
2104,Pants,Clothing,86,S,Red,Summer,3.7,No,Store Pickup,No,No,21,Venmo,Weekly
2105,Shoes,Footwear,88,M,Gold,Spring,2.8,No,Free Shipping,No,No,47,Venmo,Weekly
2106,Gloves,Accessories,35,M,Silver,Spring,4.5,No,Free Shipping,No,No,38,Venmo,Bi-Weekly
2107,Jewelry,Accessories,34,M,Gray,Fall,4.4,No,Standard,No,No,40,Credit Card,Every 3 Months
2108,Pants,Clothing,75,M,Black,Winter,3.3,No,Standard,No,No,35,PayPal,Quarterly
2109,Hoodie,Clothing,46,XL,Beige,Winter,4.2,No,Express,No,No,4,Credit Card,Quarterly
2110,Jewelry,Accessories,31,L,Peach,Fall,2.7,No,Free Shipping,No,No,28,Venmo,Every 3 Months
2111,Socks,Clothing,93,L,Cyan,Spring,3.9,No,Store Pickup,No,No,36,Debit Card,Every 3 Months
2112,Sunglasses,Accessories,85,XL,Pink,Spring,2.6,No,Free Shipping,No,No,15,Bank Transfer,Annually
2113,Belt,Accessories,68,M,Lavender,Fall,4.5,No,2-Day Shipping,No,No,7,Cash,Fortnightly
2114,Dress,Clothing,40,M,Brown,Spring,2.7,No,Store Pickup,No,No,29,PayPal,Every 3 Months
2115,Shirt,Clothing,51,M,Magenta,Winter,2.9,No,Standard,No,No,12,Debit Card,Annually
2116,Scarf,Accessories,85,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly
2117,Jacket,Outerwear,23,M,Teal,Summer,2.9,No,Express,No,No,50,Debit Card,Bi-Weekly
2118,Dress,Clothing,28,L,Brown,Summer,3.8,No,Free Shipping,No,No,11,Debit Card,Annually
2119,Socks,Clothing,44,M,Olive,Fall,4.2,No,2-Day Shipping,No,No,28,Debit Card,Quarterly
2120,Jewelry,Accessories,57,M,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2121,Scarf,Accessories,98,S,Red,Fall,3.1,No,Next Day Air,No,No,38,PayPal,Quarterly
2122,Backpack,Accessories,68,M,Olive,Winter,3.5,No,2-Day Shipping,No,No,32,Bank Transfer,Monthly
2123,Jacket,Outerwear,36,L,Teal,Fall,4,No,Express,No,No,42,Debit Card,Weekly
2124,Coat,Outerwear,71,L,Cyan,Spring,3.7,No,Express,No,No,22,Debit Card,Bi-Weekly
2125,Skirt,Clothing,60,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly
2126,Coat,Outerwear,87,M,Beige,Fall,4.8,No,Store Pickup,No,No,31,PayPal,Quarterly
2127,Shoes,Footwear,38,XL,Magenta,Winter,4.1,No,Express,No,No,28,Credit Card,Monthly
2128,Boots,Footwear,45,M,Indigo,Spring,4.5,No,2-Day Shipping,No,No,40,Debit Card,Weekly
2129,Coat,Outerwear,47,L,Cyan,Fall,2.7,No,2-Day Shipping,No,No,21,PayPal,Weekly
2130,Skirt,Clothing,57,L,Orange,Fall,2.8,No,Store Pickup,No,No,12,PayPal,Every 3 Months
2131,Backpack,Accessories,68,L,Violet,Summer,3.7,No,Free Shipping,No,No,33,Credit Card,Annually
2132,Shorts,Clothing,52,M,Red,Fall,3.6,No,Express,No,No,9,Bank Transfer,Fortnightly
2133,Skirt,Clothing,87,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,15,Debit Card,Weekly
2134,Hat,Accessories,34,M,Olive,Summer,3.8,No,Standard,No,No,13,Bank Transfer,Annually
2135,Sandals,Footwear,41,XL,Maroon,Winter,2.9,No,Standard,No,No,35,Credit Card,Fortnightly
2136,Sunglasses,Accessories,94,S,Yellow,Winter,4.6,No,Next Day Air,No,No,1,Debit Card,Every 3 Months
2137,Sunglasses,Accessories,93,M,Red,Summer,2.8,No,Standard,No,No,25,Bank Transfer,Fortnightly
2138,Socks,Clothing,51,XL,Purple,Winter,4.6,No,2-Day Shipping,No,No,20,Credit Card,Every 3 Months
2139,Sweater,Clothing,42,M,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
2140,Boots,Footwear,95,M,Red,Winter,3,No,Free Shipping,No,No,33,Cash,Weekly
2141,Handbag,Accessories,90,M,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
2142,Dress,Clothing,98,M,Peach,Winter,4.1,No,2-Day Shipping,No,No,32,PayPal,Annually
2143,Hat,Accessories,39,M,Maroon,Winter,4.3,No,Next Day Air,No,No,21,Venmo,Quarterly
2144,Sandals,Footwear,66,L,Red,Fall,3.8,No,Next Day Air,No,No,48,Venmo,Bi-Weekly
2145,Shoes,Footwear,23,L,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
2146,Skirt,Clothing,73,S,White,Winter,4.8,No,Standard,No,No,32,PayPal,Annually
2147,Sunglasses,Accessories,23,XL,White,Summer,4.6,No,Standard,No,No,45,PayPal,Every 3 Months
2148,Skirt,Clothing,43,S,Charcoal,Fall,4.8,No,Standard,No,No,4,Cash,Fortnightly
2149,T-shirt,Clothing,45,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,No,19,PayPal,Bi-Weekly
2150,Sandals,Footwear,21,L,Orange,Winter,4,No,Standard,No,No,1,Bank Transfer,Weekly
2151,Shirt,Clothing,40,M,Orange,Spring,2.6,No,2-Day Shipping,No,No,12,Cash,Weekly
2152,Jeans,Clothing,58,L,Brown,Fall,2.6,No,2-Day Shipping,No,No,18,Venmo,Monthly
2153,Shorts,Clothing,48,L,Magenta,Summer,4.5,No,Next Day Air,No,No,43,Bank Transfer,Bi-Weekly
2154,Shirt,Clothing,94,M,Violet,Fall,4.2,No,Free Shipping,No,No,31,PayPal,Annually
2155,Scarf,Accessories,74,M,Violet,Spring,3.4,No,Store Pickup,No,No,33,Cash,Every 3 Months
2156,Handbag,Accessories,51,L,Yellow,Fall,3.7,No,Store Pickup,No,No,46,PayPal,Monthly
2157,Skirt,Clothing,83,M,Maroon,Winter,3.6,No,Next Day Air,No,No,41,Debit Card,Bi-Weekly
2158,Handbag,Accessories,68,L,Turquoise,Winter,4,No,Next Day Air,No,No,41,Venmo,Fortnightly
2159,Gloves,Accessories,84,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly
2160,Shirt,Clothing,58,M,Peach,Fall,3,No,Free Shipping,No,No,34,Cash,Annually
2161,Blouse,Clothing,92,L,Charcoal,Winter,3.3,No,Express,No,No,21,PayPal,Annually
2162,Dress,Clothing,69,S,Peach,Summer,3.8,No,Express,No,No,5,Debit Card,Fortnightly
2163,Shorts,Clothing,48,S,Black,Summer,2.7,No,Free Shipping,No,No,32,PayPal,Weekly
2164,Shoes,Footwear,60,L,Gray,Spring,4.5,No,Express,No,No,44,Bank Transfer,Monthly
2165,Sandals,Footwear,20,S,Olive,Winter,4.8,No,Next Day Air,No,No,46,PayPal,Bi-Weekly
2166,Pants,Clothing,55,M,Turquoise,Summer,4.2,No,Express,No,No,42,Credit Card,Every 3 Months
2167,Jacket,Outerwear,88,S,Purple,Spring,3.5,No,Express,No,No,50,Credit Card,Bi-Weekly
2168,Skirt,Clothing,48,L,Green,Winter,4.9,No,Standard,No,No,33,Venmo,Fortnightly
2169,Handbag,Accessories,74,M,Beige,Spring,4.1,No,Next Day Air,No,No,32,Cash,Quarterly
2170,Coat,Outerwear,42,M,Brown,Fall,2.9,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
2171,Sweater,Clothing,32,M,Turquoise,Fall,4,No,Next Day Air,No,No,37,Venmo,Every 3 Months
2172,Shorts,Clothing,98,M,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
2173,Skirt,Clothing,89,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly
2174,Gloves,Accessories,97,S,Cyan,Summer,5,No,2-Day Shipping,No,No,36,Venmo,Quarterly
2175,Backpack,Accessories,49,S,Olive,Spring,2.9,No,Store Pickup,No,No,1,Cash,Annually
2176,Dress,Clothing,50,M,Silver,Spring,3.3,No,Free Shipping,No,No,48,Credit Card,Fortnightly
2177,Belt,Accessories,91,S,Red,Winter,3.4,No,2-Day Shipping,No,No,44,Debit Card,Quarterly
2178,Gloves,Accessories,93,XL,Green,Winter,3,No,Express,No,No,9,PayPal,Bi-Weekly
2179,Jewelry,Accessories,98,M,Gold,Summer,4.7,No,Standard,No,No,32,Venmo,Annually
2180,Socks,Clothing,82,L,Lavender,Fall,2.9,No,Next Day Air,No,No,14,PayPal,Monthly
2181,Coat,Outerwear,37,M,Yellow,Summer,4.1,No,Store Pickup,No,No,43,Cash,Quarterly
2182,Handbag,Accessories,63,M,Black,Fall,3.2,No,Free Shipping,No,No,32,Bank Transfer,Bi-Weekly
2183,Blouse,Clothing,99,M,Maroon,Winter,2.7,No,Store Pickup,No,No,26,Venmo,Bi-Weekly
2184,Shorts,Clothing,37,M,Maroon,Spring,4.7,No,Store Pickup,No,No,2,Cash,Monthly
2185,Shoes,Footwear,34,S,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
2186,Shorts,Clothing,32,M,Violet,Winter,2.5,No,Express,No,No,50,Debit Card,Every 3 Months
2187,Sandals,Footwear,23,XL,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
2188,Blouse,Clothing,78,M,Violet,Spring,4.4,No,Free Shipping,No,No,20,PayPal,Annually
2189,Coat,Outerwear,54,M,Brown,Winter,4.7,No,Next Day Air,No,No,9,Credit Card,Weekly
2190,Blouse,Clothing,94,XL,Brown,Fall,4,No,Express,No,No,47,Credit Card,Bi-Weekly
2191,Belt,Accessories,75,S,Maroon,Spring,4.6,No,Express,No,No,33,Credit Card,Annually
2192,Blouse,Clothing,69,S,Maroon,Summer,3.8,No,Next Day Air,No,No,46,Cash,Bi-Weekly
2193,Scarf,Accessories,35,L,Yellow,Winter,3.2,No,Next Day Air,No,No,9,Credit Card,Monthly
2194,Shirt,Clothing,78,L,Turquoise,Spring,5,No,Express,No,No,8,PayPal,Monthly
2195,Socks,Clothing,29,M,Silver,Summer,3.5,No,Standard,No,No,48,Bank Transfer,Quarterly
2196,Jeans,Clothing,62,M,Brown,Fall,3.7,No,Next Day Air,No,No,2,Cash,Monthly
2197,Dress,Clothing,58,M,Gray,Spring,4.8,No,Next Day Air,No,No,31,PayPal,Weekly
2198,Boots,Footwear,88,M,Indigo,Summer,3.7,No,2-Day Shipping,No,No,40,Venmo,Monthly
2199,Scarf,Accessories,80,L,Turquoise,Summer,3.5,No,Free Shipping,No,No,35,Venmo,Monthly
2200,Scarf,Accessories,47,M,Maroon,Summer,4.9,No,Store Pickup,No,No,40,Debit Card,Monthly
2201,Gloves,Accessories,51,L,Charcoal,Summer,4.7,No,Next Day Air,No,No,27,Debit Card,Every 3 Months
2202,Pants,Clothing,25,L,Peach,Spring,4.9,No,2-Day Shipping,No,No,10,Venmo,Annually
2203,Dress,Clothing,36,M,Red,Summer,4.3,No,Next Day Air,No,No,23,Credit Card,Weekly
2204,Dress,Clothing,79,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly
2205,Jeans,Clothing,41,S,Lavender,Winter,3.4,No,2-Day Shipping,No,No,6,Debit Card,Monthly
2206,Sweater,Clothing,68,XL,Red,Fall,2.7,No,Express,No,No,27,PayPal,Weekly
2207,Sandals,Footwear,51,L,Green,Spring,2.6,No,Store Pickup,No,No,25,Bank Transfer,Fortnightly
2208,Handbag,Accessories,38,M,Gray,Fall,2.9,No,Next Day Air,No,No,11,Credit Card,Annually
2209,Scarf,Accessories,46,XL,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
2210,Sandals,Footwear,20,XL,Beige,Summer,4.5,No,2-Day Shipping,No,No,44,Bank Transfer,Quarterly
2211,Sunglasses,Accessories,25,M,Orange,Summer,3.1,No,Store Pickup,No,No,35,PayPal,Fortnightly
2212,Sweater,Clothing,89,L,Purple,Winter,3.2,No,Free Shipping,No,No,45,Debit Card,Every 3 Months
2213,Pants,Clothing,77,M,Brown,Winter,3.3,No,Next Day Air,No,No,22,Bank Transfer,Quarterly
2214,Hat,Accessories,94,M,Maroon,Fall,2.9,No,Express,No,No,18,Debit Card,Quarterly
2215,Belt,Accessories,100,L,Gold,Fall,4.1,No,Standard,No,No,20,Debit Card,Weekly
2216,Sandals,Footwear,96,M,Indigo,Winter,2.7,No,Express,No,No,28,Credit Card,Fortnightly
2217,Pants,Clothing,36,XL,Silver,Winter,4,No,Store Pickup,No,No,15,Venmo,Bi-Weekly
2218,Jewelry,Accessories,27,XL,Red,Fall,2.6,No,Store Pickup,No,No,42,Bank Transfer,Fortnightly
2219,Sunglasses,Accessories,67,M,Magenta,Winter,3.5,No,Store Pickup,No,No,20,Debit Card,Quarterly
2220,Blouse,Clothing,91,S,Purple,Fall,2.8,No,Store Pickup,No,No,16,Bank Transfer,Fortnightly
2221,Belt,Accessories,62,XL,Beige,Fall,4.5,No,Store Pickup,No,No,47,Cash,Annually
2222,Shorts,Clothing,88,XL,White,Fall,3,No,Free Shipping,No,No,34,Credit Card,Annually
2223,Pants,Clothing,66,M,Teal,Summer,4.4,No,Store Pickup,No,No,30,Credit Card,Weekly
2224,Sandals,Footwear,65,M,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
2225,Gloves,Accessories,25,L,Charcoal,Winter,4.3,No,Standard,No,No,38,Cash,Quarterly
2226,Belt,Accessories,64,S,Olive,Spring,4.8,No,Free Shipping,No,No,18,Credit Card,Annually
2227,Shirt,Clothing,72,L,Blue,Spring,4.8,No,Store Pickup,No,No,28,Cash,Annually
2228,Scarf,Accessories,74,S,Gray,Summer,4.4,No,Next Day Air,No,No,42,Credit Card,Fortnightly
2229,Gloves,Accessories,50,M,Green,Fall,3.7,No,Free Shipping,No,No,5,Credit Card,Weekly
2230,Pants,Clothing,97,M,Silver,Fall,3.9,No,Express,No,No,50,Venmo,Monthly
2231,Sneakers,Footwear,36,S,Teal,Spring,3.8,No,Express,No,No,33,Venmo,Fortnightly
2232,Jacket,Outerwear,49,M,Beige,Fall,4.1,No,Store Pickup,No,No,1,Credit Card,Weekly
2233,Shoes,Footwear,64,L,Lavender,Spring,4,No,Store Pickup,No,No,14,Cash,Fortnightly
2234,Blouse,Clothing,31,XL,Gray,Summer,4.5,No,Express,No,No,48,Credit Card,Monthly
2235,Boots,Footwear,66,S,Yellow,Winter,4,No,Express,No,No,26,Cash,Weekly
2236,Socks,Clothing,82,M,Gray,Spring,4.5,No,2-Day Shipping,No,No,44,Credit Card,Annually
2237,T-shirt,Clothing,88,M,Yellow,Winter,2.7,No,Standard,No,No,18,Debit Card,Fortnightly
2238,Sandals,Footwear,34,S,Black,Summer,3.8,No,Next Day Air,No,No,31,Venmo,Every 3 Months
2239,Sneakers,Footwear,84,L,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2240,Jewelry,Accessories,96,L,Indigo,Summer,3.8,No,2-Day Shipping,No,No,41,Credit Card,Every 3 Months
2241,Sandals,Footwear,71,L,Green,Winter,4.3,No,Next Day Air,No,No,18,Debit Card,Every 3 Months
2242,Jacket,Outerwear,77,M,Purple,Summer,3.5,No,Free Shipping,No,No,3,Bank Transfer,Bi-Weekly
2243,Skirt,Clothing,66,M,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
2244,Shirt,Clothing,21,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually
2245,Shorts,Clothing,37,M,Gold,Summer,4.8,No,2-Day Shipping,No,No,22,PayPal,Annually
2246,Socks,Clothing,90,L,Gray,Fall,4.9,No,Free Shipping,No,No,45,PayPal,Fortnightly
2247,Jacket,Outerwear,96,M,Cyan,Fall,4.3,No,Store Pickup,No,No,39,PayPal,Every 3 Months
2248,Jewelry,Accessories,37,L,Teal,Summer,4.4,No,Next Day Air,No,No,18,Venmo,Annually
2249,T-shirt,Clothing,66,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly
2250,Gloves,Accessories,45,XL,Indigo,Spring,4.3,No,Next Day Air,No,No,29,Debit Card,Weekly
2251,Shoes,Footwear,89,L,Pink,Summer,4.6,No,Store Pickup,No,No,19,Credit Card,Weekly
2252,Shoes,Footwear,94,L,Gold,Fall,3.8,No,Free Shipping,No,No,22,Debit Card,Monthly
2253,Shoes,Footwear,96,S,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
2254,Hoodie,Clothing,31,M,Brown,Spring,2.6,No,Store Pickup,No,No,22,PayPal,Monthly
2255,Belt,Accessories,79,M,Gold,Winter,4.2,No,Store Pickup,No,No,44,PayPal,Every 3 Months
2256,Coat,Outerwear,39,L,Teal,Spring,4.6,No,Store Pickup,No,No,42,Bank Transfer,Quarterly
2257,Blouse,Clothing,22,M,Turquoise,Fall,5,No,Standard,No,No,33,Credit Card,Quarterly
2258,Skirt,Clothing,32,L,Olive,Fall,4.2,No,Standard,No,No,6,Bank Transfer,Annually
2259,T-shirt,Clothing,71,L,Cyan,Winter,4.3,No,Store Pickup,No,No,44,Credit Card,Every 3 Months
2260,Jeans,Clothing,96,XL,Beige,Spring,3.3,No,Free Shipping,No,No,24,Cash,Annually
2261,Scarf,Accessories,82,M,Blue,Fall,4.9,No,Express,No,No,16,PayPal,Quarterly
2262,Backpack,Accessories,76,L,Gold,Spring,4.4,No,Standard,No,No,12,Bank Transfer,Fortnightly
2263,Backpack,Accessories,22,M,Green,Winter,3.1,No,2-Day Shipping,No,No,50,PayPal,Monthly
2264,Scarf,Accessories,40,XL,Green,Winter,3.5,No,Store Pickup,No,No,42,Cash,Quarterly
2265,Hat,Accessories,92,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,No,50,PayPal,Monthly
2266,Coat,Outerwear,94,XL,Yellow,Fall,3.9,No,Store Pickup,No,No,10,PayPal,Quarterly
2267,Dress,Clothing,44,M,Yellow,Fall,4.3,No,Store Pickup,No,No,32,Debit Card,Weekly
2268,Gloves,Accessories,49,S,Blue,Spring,3.8,No,Express,No,No,37,Venmo,Weekly
2269,Sweater,Clothing,26,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,No,15,Bank Transfer,Monthly
2270,Skirt,Clothing,38,M,Yellow,Fall,4.4,No,Store Pickup,No,No,27,Credit Card,Annually
2271,Blouse,Clothing,72,L,Purple,Spring,3.5,No,Express,No,No,7,Venmo,Weekly
2272,Dress,Clothing,99,M,Green,Summer,3.4,No,Free Shipping,No,No,49,PayPal,Quarterly
2273,Jacket,Outerwear,38,L,Charcoal,Spring,4,No,Standard,No,No,44,PayPal,Monthly
2274,Coat,Outerwear,96,L,Silver,Winter,4.8,No,Express,No,No,13,PayPal,Bi-Weekly
2275,Dress,Clothing,27,L,Turquoise,Spring,4.5,No,Next Day Air,No,No,38,PayPal,Fortnightly
2276,Shorts,Clothing,24,M,Gray,Winter,4.4,No,Standard,No,No,10,Debit Card,Weekly
2277,Jeans,Clothing,82,L,Red,Summer,4.1,No,2-Day Shipping,No,No,25,Debit Card,Weekly
2278,Hat,Accessories,56,M,Beige,Summer,4.6,No,Next Day Air,No,No,18,Credit Card,Quarterly
2279,Gloves,Accessories,25,M,Maroon,Fall,3.8,No,Store Pickup,No,No,6,Cash,Every 3 Months
2280,Sneakers,Footwear,67,L,Indigo,Spring,2.9,No,Free Shipping,No,No,35,Bank Transfer,Quarterly
2281,Shoes,Footwear,21,M,Red,Summer,2.8,No,Standard,No,No,31,Credit Card,Fortnightly
2282,Hoodie,Clothing,27,XL,Maroon,Summer,3,No,Store Pickup,No,No,41,Bank Transfer,Annually
2283,Sneakers,Footwear,97,S,Red,Fall,4.2,No,2-Day Shipping,No,No,8,Credit Card,Annually
2284,Handbag,Accessories,45,S,Black,Winter,4.1,No,Free Shipping,No,No,34,Credit Card,Fortnightly
2285,Blouse,Clothing,63,XL,Black,Fall,4.1,No,Express,No,No,20,Venmo,Annually
2286,Belt,Accessories,100,L,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
2287,Socks,Clothing,38,L,Blue,Spring,2.5,No,Store Pickup,No,No,35,Venmo,Quarterly
2288,Blouse,Clothing,45,L,Green,Summer,3,No,Store Pickup,No,No,6,Debit Card,Annually
2289,Jewelry,Accessories,91,M,Orange,Fall,3.8,No,Next Day Air,No,No,50,PayPal,Weekly
2290,Shorts,Clothing,82,M,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
2291,Boots,Footwear,48,L,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
2292,Coat,Outerwear,30,M,Indigo,Spring,5,No,2-Day Shipping,No,No,13,Credit Card,Quarterly
2293,T-shirt,Clothing,34,S,Beige,Spring,3.8,No,Next Day Air,No,No,31,Debit Card,Monthly
2294,Sweater,Clothing,68,L,Green,Fall,3.3,No,Express,No,No,16,Debit Card,Every 3 Months
2295,Sunglasses,Accessories,95,M,Red,Winter,5,No,Express,No,No,40,Debit Card,Annually
2296,Hat,Accessories,22,L,Beige,Spring,2.9,No,2-Day Shipping,No,No,45,PayPal,Quarterly
2297,Gloves,Accessories,88,M,Green,Fall,2.5,No,Next Day Air,No,No,50,Venmo,Every 3 Months
2298,Socks,Clothing,83,M,Orange,Summer,4.7,No,Standard,No,No,1,Bank Transfer,Quarterly
2299,Handbag,Accessories,87,L,Cyan,Spring,2.9,No,2-Day Shipping,No,No,10,Cash,Every 3 Months
2300,Coat,Outerwear,57,M,Violet,Summer,3.7,No,Store Pickup,No,No,48,Credit Card,Every 3 Months
2301,Coat,Outerwear,88,XL,Lavender,Summer,4.4,No,2-Day Shipping,No,No,38,Credit Card,Monthly
2302,Pants,Clothing,20,L,Turquoise,Winter,2.9,No,Next Day Air,No,No,21,Debit Card,Annually
2303,Belt,Accessories,39,L,Pink,Summer,3.6,No,Store Pickup,No,No,38,Venmo,Monthly
2304,Sunglasses,Accessories,71,S,Beige,Spring,4.8,No,2-Day Shipping,No,No,31,Credit Card,Fortnightly
2305,Hoodie,Clothing,73,L,Silver,Winter,4.7,No,Free Shipping,No,No,9,Debit Card,Fortnightly
2306,Handbag,Accessories,63,M,Gold,Summer,2.6,No,Free Shipping,No,No,47,Cash,Weekly
2307,Gloves,Accessories,78,L,Silver,Winter,3.4,No,Standard,No,No,8,Cash,Bi-Weekly
2308,Skirt,Clothing,96,L,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually
2309,Sunglasses,Accessories,81,M,Teal,Winter,3.4,No,2-Day Shipping,No,No,22,Bank Transfer,Quarterly
2310,Dress,Clothing,95,S,Gold,Fall,5,No,2-Day Shipping,No,No,3,Bank Transfer,Quarterly
2311,Gloves,Accessories,68,M,Cyan,Spring,4.6,No,Standard,No,No,15,PayPal,Monthly
2312,Sneakers,Footwear,28,L,Gold,Spring,4.8,No,2-Day Shipping,No,No,10,Bank Transfer,Every 3 Months
2313,T-shirt,Clothing,30,L,Violet,Summer,3.7,No,Free Shipping,No,No,19,Cash,Every 3 Months
2314,Dress,Clothing,31,M,Black,Summer,4.7,No,Next Day Air,No,No,36,Bank Transfer,Fortnightly
2315,Handbag,Accessories,95,XL,Brown,Winter,4.4,No,Express,No,No,12,Bank Transfer,Every 3 Months
2316,Socks,Clothing,79,M,Indigo,Winter,3.5,No,2-Day Shipping,No,No,49,Debit Card,Quarterly
